user_id,first_name,last_name,email,mobile,role,enterprise_id,city,country,preferred_language,primary_domain_interest,current_level,career_goal,learning_style,profile_completion_pct,ai_personalization_score,created_at
USR004391,Pooja,Sharma,pooja.sharma4391@kaasdemo.ai,+919750765086,Evaluator,ENT00110,Chennai,Malaysia,English,Quality Management,Expert,Product Manager,Social,77,65,2024-11-06
USR004392,Sai,Chavan,sai.chavan4392@kaasdemo.ai,+919557879085,Corporate Admin,,New York,USA,Telugu,AI,Intermediate,Business Analyst,Visual,69,88,2025-10-21
USR004393,Sneha,Kulkarni,sneha.kulkarni4393@kaasdemo.ai,+918696094134,Learner,,Singapore,India,Arabic,Governance,Beginner,Team Leader,Audio,76,76,2025-04-01
USR004394,Ira,Kapoor,ira.kapoor4394@kaasdemo.ai,+918862432279,Learner,ENT00334,London,India,English,Cybersecurity,Expert,Digital Marketer,Mixed,41,48,2025-07-21
USR004395,Diya,Reddy,diya.reddy4395@kaasdemo.ai,+919011741747,Learner,,Delhi,Malaysia,Bengali,Finance,Advanced,Digital Marketer,Reading,73,20,2025-12-14
USR004396,Neha,Nair,neha.nair4396@kaasdemo.ai,+917473307313,Learner,ENT00405,Singapore,UAE,Tamil,AI,Intermediate,Cybersecurity Analyst,Reading,46,80,2024-09-27
USR004397,Priya,Jain,priya.jain4397@kaasdemo.ai,+917962371542,Learner,ENT00217,Mumbai,UK,Tamil,HR,Advanced,AI Engineer,Reading,85,35,2026-04-07
USR004398,Vivaan,Iyer,vivaan.iyer4398@kaasdemo.ai,+917653567215,Learner,ENT00164,Kolkata,UAE,Marathi,Quality Management,Intermediate,Data Analyst,Visual,91,86,2026-05-06
USR004399,Rahul,Desai,rahul.desai4399@kaasdemo.ai,+918798728480,Learner,ENT00281,Bengaluru,India,Kannada,Digital Marketing,Advanced,Cloud Architect,Visual,46,31,2025-10-25
USR004400,Sara,Kapoor,sara.kapoor4400@kaasdemo.ai,+917974344145,Mentor,ENT00085,Singapore,USA,English,Leadership,Beginner,Data Analyst,Audio,91,76,2025-01-30
USR004401,Vihaan,Verma,vihaan.verma4401@kaasdemo.ai,+917542637149,Mentor,,Ahmedabad,India,Kannada,HR,Beginner,Digital Marketer,Visual,69,87,2024-11-02
USR004402,Rohan,Verma,rohan.verma4402@kaasdemo.ai,+917940272375,Learner,ENT00213,Delhi,UAE,French,HR,Advanced,Business Analyst,Reading,82,77,2024-08-27
USR004403,Riya,Mishra,riya.mishra4403@kaasdemo.ai,+918202933432,Learner,ENT00101,Ahmedabad,UAE,Bengali,Full Stack,Advanced,Product Manager,Hands-on,49,59,2026-04-21
USR004404,Sneha,Nair,sneha.nair4404@kaasdemo.ai,+918955556797,Learner,ENT00346,London,UAE,Hindi,HR,Beginner,Team Leader,Visual,51,51,2024-11-23
USR004405,Sara,Nair,sara.nair4405@kaasdemo.ai,+917461553948,Learner,,Chennai,UK,Telugu,HR,Intermediate,Digital Marketer,Hands-on,66,95,2026-04-12
USR004406,Saanvi,Nair,saanvi.nair4406@kaasdemo.ai,+918164358028,Learner,,New York,India,Telugu,AI,Advanced,Business Analyst,Visual,62,70,2025-02-13
USR004407,Reyansh,Khan,reyansh.khan4407@kaasdemo.ai,+917140468363,Learner,ENT00452,Kolkata,UAE,Marathi,Project Management,Expert,Team Leader,Audio,78,53,2025-10-08
USR004408,Ishaan,Patil,ishaan.patil4408@kaasdemo.ai,+917016219876,HR Manager,ENT00035,Kuala Lumpur,Singapore,French,Sales,Advanced,Team Leader,Hands-on,35,28,2026-04-08
USR004409,Saanvi,Kapoor,saanvi.kapoor4409@kaasdemo.ai,+919951271582,Trainer,,Ahmedabad,UAE,French,Leadership,Intermediate,Team Leader,Social,59,69,2026-02-25
USR004410,Neha,Patil,neha.patil4410@kaasdemo.ai,+919121327029,HR Manager,,London,India,French,Project Management,Expert,Cloud Architect,Visual,98,93,2025-10-18
USR004411,Ayaan,Rao,ayaan.rao4411@kaasdemo.ai,+917812772195,Learner,,Kolkata,India,Telugu,Data Science,Beginner,Digital Marketer,Visual,77,39,2026-05-06
USR004412,Myra,Joshi,myra.joshi4412@kaasdemo.ai,+918380491623,Corporate Admin,ENT00448,Kolkata,UAE,Marathi,Digital Marketing,Intermediate,Product Manager,Visual,81,59,2026-03-08
USR004413,Myra,Nair,myra.nair4413@kaasdemo.ai,+919837163024,Trainer,,Delhi,India,Kannada,Quality Management,Advanced,Cybersecurity Analyst,Hands-on,71,43,2024-05-20
USR004414,Aarav,Khan,aarav.khan4414@kaasdemo.ai,+918304721221,Learner,ENT00077,Kuala Lumpur,UAE,Bengali,Cybersecurity,Beginner,Cybersecurity Analyst,Reading,71,44,2026-04-05
USR004415,Kiara,Mishra,kiara.mishra4415@kaasdemo.ai,+918981139556,Learner,ENT00467,Bengaluru,USA,French,HR,Intermediate,Cybersecurity Analyst,Visual,86,97,2025-07-16
USR004416,Anaya,Jain,anaya.jain4416@kaasdemo.ai,+918003735545,Learner,,New York,Singapore,Kannada,Full Stack,Beginner,Cloud Architect,Reading,36,82,2024-09-30
USR004417,Aditya,Desai,aditya.desai4417@kaasdemo.ai,+917204818385,Corporate Admin,,Chennai,Malaysia,English,Governance,Intermediate,Cloud Architect,Reading,69,83,2026-03-11
USR004418,Vivaan,Rao,vivaan.rao4418@kaasdemo.ai,+917361106651,Learner,,Hyderabad,UAE,Bengali,HR,Beginner,AI Engineer,Hands-on,74,21,2026-02-02
USR004419,Priya,Singh,priya.singh4419@kaasdemo.ai,+917991275015,Learner,,Dubai,UK,Kannada,Manufacturing,Advanced,AI Engineer,Hands-on,59,42,2024-05-20
USR004420,Vivaan,Mishra,vivaan.mishra4420@kaasdemo.ai,+918148323477,Learner,ENT00453,New York,India,Tamil,Digital Marketing,Beginner,Business Analyst,Visual,35,85,2025-05-27
USR004421,Anaya,Jain,anaya.jain4421@kaasdemo.ai,+918093685455,Learner,ENT00097,Pune,Malaysia,Telugu,Leadership,Beginner,Product Manager,Visual,50,85,2024-09-29
USR004422,Sai,Gupta,sai.gupta4422@kaasdemo.ai,+917708952412,Learner,ENT00365,Singapore,UK,English,Quality Management,Beginner,AI Engineer,Reading,66,42,2024-11-28
USR004423,Nikhil,Gupta,nikhil.gupta4423@kaasdemo.ai,+917933235897,Trainer,,London,India,Arabic,Data Science,Advanced,Data Analyst,Audio,58,83,2025-01-07
USR004424,Anaya,Patil,anaya.patil4424@kaasdemo.ai,+919652602906,Learner,ENT00138,Mumbai,Malaysia,Hindi,Sales,Beginner,Data Analyst,Social,78,48,2026-04-11
USR004425,Arjun,Andre,arjun.andre4425@kaasdemo.ai,+918276360687,Learner,ENT00258,New York,India,Arabic,Governance,Beginner,Cybersecurity Analyst,Mixed,66,61,2024-09-13
USR004426,Neha,Reddy,neha.reddy4426@kaasdemo.ai,+919683661742,Learner,,London,Singapore,French,Data Science,Beginner,Team Leader,Hands-on,65,22,2026-03-24
USR004427,Vihaan,Reddy,vihaan.reddy4427@kaasdemo.ai,+917440402171,Corporate Admin,,Mumbai,UK,Telugu,Quality Management,Intermediate,Data Analyst,Hands-on,92,26,2024-08-01
USR004428,Priya,Kulkarni,priya.kulkarni4428@kaasdemo.ai,+918295559980,Learner,,New York,India,English,Project Management,Expert,Cybersecurity Analyst,Mixed,79,68,2024-10-09
USR004429,Rahul,Sharma,rahul.sharma4429@kaasdemo.ai,+917757777164,Learner,ENT00097,Singapore,Singapore,Tamil,Governance,Expert,Product Manager,Reading,61,98,2025-08-22
USR004430,Arjun,Pillai,arjun.pillai4430@kaasdemo.ai,+917220644278,Community Moderator,,Singapore,UK,Gujarati,Cloud,Advanced,Business Analyst,Mixed,94,99,2024-08-17
USR004431,Nikhil,Singh,nikhil.singh4431@kaasdemo.ai,+917611362264,Learner,,Ahmedabad,USA,Telugu,Project Management,Beginner,Data Analyst,Reading,37,64,2025-12-24
USR004432,Ira,Khan,ira.khan4432@kaasdemo.ai,+917709004066,Learner,ENT00333,Delhi,Singapore,English,HR,Expert,Digital Marketer,Visual,85,91,2025-07-22
USR004433,Pooja,Verma,pooja.verma4433@kaasdemo.ai,+918876572041,Learner,,Mumbai,India,English,Quality Management,Intermediate,Cloud Architect,Social,79,56,2024-06-28
USR004434,Krishna,Sharma,krishna.sharma4434@kaasdemo.ai,+918675776066,Learner,,Kuala Lumpur,USA,Kannada,Leadership,Beginner,Data Analyst,Audio,90,36,2024-10-29
USR004435,Anaya,Verma,anaya.verma4435@kaasdemo.ai,+918750079430,Learner,ENT00388,Pune,USA,Kannada,AI,Intermediate,Team Leader,Social,43,56,2025-09-10
USR004436,Vivaan,Desai,vivaan.desai4436@kaasdemo.ai,+918980143744,Learner,ENT00314,New York,India,Bengali,Sales,Intermediate,Data Analyst,Reading,86,92,2025-10-20
USR004437,Vihaan,Desai,vihaan.desai4437@kaasdemo.ai,+917967749032,HR Manager,ENT00489,Hyderabad,USA,Tamil,Full Stack,Beginner,Cloud Architect,Hands-on,93,84,2025-10-17
USR004438,Rahul,Mehta,rahul.mehta4438@kaasdemo.ai,+917214533444,Learner,ENT00365,Dubai,UK,Marathi,Cloud,Beginner,Product Manager,Hands-on,68,63,2026-02-01
USR004439,Kiara,Sharma,kiara.sharma4439@kaasdemo.ai,+919306882564,Community Moderator,ENT00027,Kuala Lumpur,UK,Gujarati,Full Stack,Advanced,Product Manager,Visual,95,52,2026-04-28
USR004440,Ayaan,Reddy,ayaan.reddy4440@kaasdemo.ai,+918274134158,Corporate Admin,,Kuala Lumpur,USA,French,Digital Marketing,Intermediate,AI Engineer,Social,82,55,2025-04-05
USR004441,Diya,Joshi,diya.joshi4441@kaasdemo.ai,+917905193508,Evaluator,ENT00387,Mumbai,India,Bengali,Healthcare,Advanced,Cybersecurity Analyst,Audio,51,43,2025-10-20
USR004442,Ayaan,Khan,ayaan.khan4442@kaasdemo.ai,+918971598090,Learner,ENT00342,Delhi,India,Bengali,Healthcare,Expert,Digital Marketer,Visual,70,98,2025-04-06
USR004443,Karan,Desai,karan.desai4443@kaasdemo.ai,+918306449036,Learner,,Ahmedabad,Malaysia,Telugu,Quality Management,Beginner,Business Analyst,Reading,56,84,2026-03-30
USR004444,Anjali,Andre,anjali.andre4444@kaasdemo.ai,+919421043441,Learner,,Kuala Lumpur,India,Kannada,Full Stack,Beginner,Cloud Architect,Visual,50,84,2026-01-08
USR004445,Rohan,Kulkarni,rohan.kulkarni4445@kaasdemo.ai,+918864299511,Learner,ENT00054,Kolkata,UK,Kannada,Data Science,Expert,Digital Marketer,Mixed,89,48,2024-05-13
USR004446,Vivaan,Kulkarni,vivaan.kulkarni4446@kaasdemo.ai,+918373298017,HR Manager,,London,India,Hindi,Cybersecurity,Advanced,Business Analyst,Audio,36,78,2026-03-26
USR004447,Nikhil,Pillai,nikhil.pillai4447@kaasdemo.ai,+918732274883,HR Manager,,London,USA,Hindi,HR,Advanced,Business Analyst,Mixed,91,46,2025-04-26
USR004448,Meera,Khan,meera.khan4448@kaasdemo.ai,+919643867335,Learner,ENT00348,Kolkata,India,Kannada,Quality Management,Expert,Team Leader,Audio,47,70,2024-09-15
USR004449,Sneha,Singh,sneha.singh4449@kaasdemo.ai,+918354837399,Evaluator,ENT00352,Ahmedabad,Malaysia,Telugu,Leadership,Beginner,Business Analyst,Reading,66,69,2025-05-14
USR004450,Anaya,Mishra,anaya.mishra4450@kaasdemo.ai,+918814315781,Learner,ENT00044,London,Malaysia,Bengali,AI,Expert,Digital Marketer,Social,58,55,2026-01-01
USR004451,Rahul,Singh,rahul.singh4451@kaasdemo.ai,+918817179838,Evaluator,ENT00146,London,India,Arabic,Cybersecurity,Advanced,Data Analyst,Audio,88,43,2026-05-13
USR004452,Kiara,Mehta,kiara.mehta4452@kaasdemo.ai,+918921302239,Community Moderator,ENT00146,New York,USA,Hindi,Finance,Expert,Digital Marketer,Reading,66,73,2024-07-09
USR004453,Vihaan,Patil,vihaan.patil4453@kaasdemo.ai,+919052417737,Recruiter,,Kolkata,India,Kannada,Leadership,Intermediate,Cybersecurity Analyst,Mixed,77,24,2024-12-08
USR004454,Anaya,Verma,anaya.verma4454@kaasdemo.ai,+918839123311,HR Manager,,New York,UK,Telugu,Data Science,Beginner,Business Analyst,Visual,100,59,2025-06-08
USR004455,Ishaan,Verma,ishaan.verma4455@kaasdemo.ai,+919871168669,Corporate Admin,ENT00004,Chennai,Singapore,Gujarati,Healthcare,Advanced,Business Analyst,Visual,61,68,2024-12-06
USR004456,Priya,Gupta,priya.gupta4456@kaasdemo.ai,+918738344221,Mentor,ENT00400,Bengaluru,India,Bengali,Leadership,Beginner,Cloud Architect,Visual,93,48,2025-07-06
USR004457,Myra,Desai,myra.desai4457@kaasdemo.ai,+917239973421,Recruiter,ENT00119,Kolkata,India,Bengali,Manufacturing,Intermediate,Team Leader,Mixed,98,40,2026-03-26
USR004458,Reyansh,Singh,reyansh.singh4458@kaasdemo.ai,+918973696453,Learner,ENT00039,Singapore,Malaysia,Gujarati,Digital Marketing,Advanced,Team Leader,Mixed,50,73,2025-01-29
USR004459,Aarav,Gupta,aarav.gupta4459@kaasdemo.ai,+917546234524,Learner,ENT00366,Hyderabad,USA,French,Governance,Advanced,Product Manager,Mixed,92,42,2025-02-10
USR004460,Neha,Joshi,neha.joshi4460@kaasdemo.ai,+919310766839,Learner,ENT00221,Singapore,India,Gujarati,Digital Marketing,Beginner,Cybersecurity Analyst,Social,44,23,2025-12-26
USR004461,Meera,Desai,meera.desai4461@kaasdemo.ai,+919413477605,Mentor,ENT00414,Hyderabad,UAE,Arabic,Data Science,Beginner,Team Leader,Visual,63,100,2025-01-12
USR004462,Rohan,Iyer,rohan.iyer4462@kaasdemo.ai,+917040632836,Learner,,Chennai,UAE,Tamil,Finance,Beginner,Product Manager,Visual,60,89,2026-04-06
USR004463,Myra,Patil,myra.patil4463@kaasdemo.ai,+919653577566,Learner,ENT00094,Dubai,UK,Gujarati,Digital Marketing,Beginner,Data Analyst,Visual,59,21,2025-11-19
USR004464,Karan,Chavan,karan.chavan4464@kaasdemo.ai,+919385009036,Learner,ENT00198,Singapore,India,Telugu,Cybersecurity,Beginner,Cybersecurity Analyst,Audio,47,69,2024-07-28
USR004465,Myra,Kapoor,myra.kapoor4465@kaasdemo.ai,+917864187273,Learner,,Kuala Lumpur,India,Gujarati,Data Science,Intermediate,Product Manager,Audio,79,44,2025-12-21
USR004466,Anjali,Singh,anjali.singh4466@kaasdemo.ai,+917055306191,Learner,,Delhi,India,Arabic,Sales,Beginner,Product Manager,Mixed,96,53,2026-04-09
USR004467,Saanvi,Mishra,saanvi.mishra4467@kaasdemo.ai,+918086998134,Trainer,ENT00272,Kuala Lumpur,India,Marathi,HR,Advanced,Digital Marketer,Social,93,28,2024-12-19
USR004468,Riya,Reddy,riya.reddy4468@kaasdemo.ai,+917987585544,Learner,ENT00291,Chennai,USA,Telugu,HR,Advanced,Product Manager,Social,37,63,2025-08-04
USR004469,Anjali,Mehta,anjali.mehta4469@kaasdemo.ai,+919578901517,Learner,,Chennai,India,Gujarati,Manufacturing,Beginner,Cybersecurity Analyst,Mixed,80,76,2026-02-27
USR004470,Kiara,Gupta,kiara.gupta4470@kaasdemo.ai,+918823644618,HR Manager,ENT00328,Hyderabad,Malaysia,Tamil,Leadership,Beginner,Product Manager,Visual,52,86,2024-08-06
USR004471,Sara,Mehta,sara.mehta4471@kaasdemo.ai,+917383383716,HR Manager,ENT00223,Ahmedabad,UAE,Tamil,Cybersecurity,Intermediate,Product Manager,Hands-on,66,70,2025-12-18
USR004472,Amit,Desai,amit.desai4472@kaasdemo.ai,+917257510426,Learner,,Kuala Lumpur,India,Kannada,Governance,Beginner,Digital Marketer,Audio,61,35,2025-07-25
USR004473,Arjun,Reddy,arjun.reddy4473@kaasdemo.ai,+917791082395,Learner,,Mumbai,UAE,Telugu,Leadership,Intermediate,Digital Marketer,Audio,92,31,2024-11-06
USR004474,Aarav,Desai,aarav.desai4474@kaasdemo.ai,+917941463444,Learner,ENT00420,New York,Malaysia,English,Data Science,Expert,Cloud Architect,Social,92,37,2026-03-26
USR004475,Priya,Mishra,priya.mishra4475@kaasdemo.ai,+918723914422,Learner,ENT00130,Delhi,UK,Tamil,Full Stack,Beginner,AI Engineer,Hands-on,85,94,2026-05-01
USR004476,Vivaan,Jain,vivaan.jain4476@kaasdemo.ai,+919478846759,Learner,,Kolkata,India,Arabic,Governance,Expert,Team Leader,Audio,68,49,2026-03-03
USR004477,Anjali,Desai,anjali.desai4477@kaasdemo.ai,+918563253594,Community Moderator,ENT00116,New York,Singapore,Hindi,Digital Marketing,Expert,Data Analyst,Audio,89,46,2025-01-19
USR004478,Myra,Sharma,myra.sharma4478@kaasdemo.ai,+919990826194,Learner,,New York,India,Tamil,AI,Intermediate,Digital Marketer,Visual,58,44,2024-06-04
USR004479,Ayaan,Kapoor,ayaan.kapoor4479@kaasdemo.ai,+917982571817,Learner,ENT00145,Pune,India,Gujarati,Finance,Beginner,Digital Marketer,Audio,38,46,2025-02-15
USR004480,Arjun,Patil,arjun.patil4480@kaasdemo.ai,+919264527430,Learner,ENT00313,Singapore,India,Telugu,Full Stack,Intermediate,Cybersecurity Analyst,Social,77,32,2026-02-15
USR004481,Aditya,Singh,aditya.singh4481@kaasdemo.ai,+917687187319,Learner,ENT00115,Mumbai,India,Telugu,Manufacturing,Intermediate,Business Analyst,Hands-on,79,87,2025-08-18
USR004482,Ayaan,Mehta,ayaan.mehta4482@kaasdemo.ai,+918660937191,Recruiter,,Kolkata,Singapore,Gujarati,Digital Marketing,Expert,Cloud Architect,Social,61,26,2024-06-08
USR004483,Rohan,Jain,rohan.jain4483@kaasdemo.ai,+918945522266,Learner,ENT00462,Kuala Lumpur,Singapore,Telugu,Healthcare,Expert,Cybersecurity Analyst,Reading,99,63,2024-05-30
USR004484,Kiara,Mishra,kiara.mishra4484@kaasdemo.ai,+918213231321,HR Manager,ENT00231,Delhi,UK,Kannada,AI,Advanced,Cloud Architect,Social,66,67,2026-02-20
USR004485,Kiara,Verma,kiara.verma4485@kaasdemo.ai,+917201818804,Recruiter,ENT00089,London,USA,Tamil,Data Science,Beginner,Product Manager,Audio,93,95,2026-03-08
USR004486,Rohan,Joshi,rohan.joshi4486@kaasdemo.ai,+917515211031,Trainer,ENT00119,Dubai,Malaysia,English,AI,Beginner,Team Leader,Audio,63,93,2025-01-02
USR004487,Priya,Chavan,priya.chavan4487@kaasdemo.ai,+918819673783,Learner,ENT00193,Kuala Lumpur,India,English,Finance,Advanced,Cloud Architect,Hands-on,40,95,2025-10-22
USR004488,Ayaan,Reddy,ayaan.reddy4488@kaasdemo.ai,+918252782596,Community Moderator,,Singapore,USA,Tamil,Full Stack,Intermediate,AI Engineer,Mixed,81,47,2025-07-07
USR004489,Ayaan,Joshi,ayaan.joshi4489@kaasdemo.ai,+919958153420,Learner,,Kolkata,Singapore,Arabic,Data Science,Beginner,Cybersecurity Analyst,Hands-on,42,64,2026-02-17
USR004490,Priya,Kulkarni,priya.kulkarni4490@kaasdemo.ai,+917736676131,Learner,,Chennai,India,Telugu,Manufacturing,Beginner,Cybersecurity Analyst,Social,35,91,2025-08-14
USR004491,Krishna,Desai,krishna.desai4491@kaasdemo.ai,+917869482577,Learner,ENT00260,Mumbai,India,Kannada,Manufacturing,Expert,Business Analyst,Social,86,96,2025-01-31
USR004492,Sneha,Kapoor,sneha.kapoor4492@kaasdemo.ai,+917355476946,Learner,,Kolkata,UK,Bengali,Quality Management,Beginner,Cybersecurity Analyst,Visual,98,90,2026-04-04
USR004493,Ira,Kulkarni,ira.kulkarni4493@kaasdemo.ai,+917508419584,Recruiter,,Pune,UK,Gujarati,HR,Expert,Digital Marketer,Reading,87,42,2025-02-20
USR004494,Sara,Mehta,sara.mehta4494@kaasdemo.ai,+918460797677,Evaluator,ENT00481,Kuala Lumpur,Singapore,Arabic,Sales,Expert,Product Manager,Reading,77,81,2025-11-28
USR004495,Myra,Singh,myra.singh4495@kaasdemo.ai,+917120774768,Learner,,Hyderabad,India,Hindi,Leadership,Beginner,Cloud Architect,Audio,76,91,2025-07-26
USR004496,Aditya,Pillai,aditya.pillai4496@kaasdemo.ai,+918281668794,Mentor,ENT00296,Delhi,India,Arabic,Healthcare,Advanced,Data Analyst,Social,87,85,2024-12-07
USR004497,Neha,Gupta,neha.gupta4497@kaasdemo.ai,+919289936642,Learner,ENT00073,London,India,Arabic,Sales,Intermediate,Digital Marketer,Hands-on,49,23,2025-05-30
USR004498,Saanvi,Singh,saanvi.singh4498@kaasdemo.ai,+919607487175,Learner,ENT00116,Dubai,India,Telugu,HR,Expert,Digital Marketer,Reading,97,43,2024-09-21
USR004499,Krishna,Mehta,krishna.mehta4499@kaasdemo.ai,+918355638693,Learner,,Dubai,India,Hindi,Project Management,Expert,Cloud Architect,Audio,84,98,2025-08-12
USR004500,Aditya,Mishra,aditya.mishra4500@kaasdemo.ai,+918897286622,Learner,ENT00343,Ahmedabad,Singapore,Hindi,Project Management,Expert,Digital Marketer,Visual,75,98,2024-12-02
USR004501,Kiara,Patil,kiara.patil4501@kaasdemo.ai,+918995559016,Learner,ENT00334,Dubai,Malaysia,Hindi,HR,Beginner,Data Analyst,Social,56,91,2025-01-04
USR004502,Priya,Joshi,priya.joshi4502@kaasdemo.ai,+918153169216,Corporate Admin,,Pune,India,Gujarati,Governance,Beginner,Digital Marketer,Audio,94,56,2026-02-21
USR004503,Rahul,Mehta,rahul.mehta4503@kaasdemo.ai,+919186447809,Learner,ENT00436,Kuala Lumpur,UK,Arabic,Project Management,Advanced,Cloud Architect,Visual,73,98,2025-05-19
USR004504,Rahul,Joshi,rahul.joshi4504@kaasdemo.ai,+919008461339,Evaluator,ENT00254,New York,UK,Gujarati,Leadership,Expert,Product Manager,Reading,87,72,2025-12-07
USR004505,Kiara,Andre,kiara.andre4505@kaasdemo.ai,+919541280337,Learner,ENT00331,Bengaluru,USA,Hindi,Cybersecurity,Intermediate,Digital Marketer,Hands-on,61,44,2024-11-06
USR004506,Myra,Kulkarni,myra.kulkarni4506@kaasdemo.ai,+918285137727,HR Manager,ENT00308,Delhi,USA,Arabic,Governance,Beginner,Cloud Architect,Visual,72,37,2025-09-03
USR004507,Ayaan,Pillai,ayaan.pillai4507@kaasdemo.ai,+917399738413,Learner,ENT00489,Chennai,Singapore,Arabic,Cloud,Expert,Cybersecurity Analyst,Mixed,70,87,2024-10-27
USR004508,Saanvi,Singh,saanvi.singh4508@kaasdemo.ai,+917636512654,Learner,ENT00405,New York,Singapore,English,Full Stack,Beginner,Data Analyst,Social,41,68,2024-10-21
USR004509,Ishaan,Singh,ishaan.singh4509@kaasdemo.ai,+919698594071,Community Moderator,ENT00464,New York,India,Marathi,Data Science,Advanced,Business Analyst,Reading,67,57,2024-12-23
USR004510,Ira,Singh,ira.singh4510@kaasdemo.ai,+917163450516,Corporate Admin,,Kolkata,Malaysia,Kannada,Cloud,Advanced,Product Manager,Hands-on,88,83,2024-07-07
USR004511,Anjali,Mehta,anjali.mehta4511@kaasdemo.ai,+917219376082,Learner,ENT00025,London,UK,Kannada,Data Science,Expert,Product Manager,Reading,99,87,2024-09-22
USR004512,Anaya,Nair,anaya.nair4512@kaasdemo.ai,+917399471068,Learner,,Mumbai,Singapore,Hindi,Finance,Advanced,Business Analyst,Social,48,28,2025-09-08
USR004513,Karan,Verma,karan.verma4513@kaasdemo.ai,+919168478731,Learner,ENT00411,Kuala Lumpur,India,Kannada,Full Stack,Beginner,Business Analyst,Reading,65,97,2024-12-09
USR004514,Ira,Mishra,ira.mishra4514@kaasdemo.ai,+919469902334,Learner,ENT00238,Chennai,Singapore,Hindi,Data Science,Advanced,Business Analyst,Reading,48,21,2024-07-02
USR004515,Karan,Sharma,karan.sharma4515@kaasdemo.ai,+919453617820,Learner,ENT00402,Kuala Lumpur,USA,English,Data Science,Expert,Product Manager,Hands-on,78,95,2024-06-21
USR004516,Sneha,Patil,sneha.patil4516@kaasdemo.ai,+919327573822,Learner,ENT00003,Kolkata,India,Telugu,Project Management,Expert,Digital Marketer,Social,45,26,2024-10-05
USR004517,Sneha,Nair,sneha.nair4517@kaasdemo.ai,+919174527061,Learner,ENT00242,Hyderabad,Singapore,Gujarati,Sales,Intermediate,Digital Marketer,Visual,70,80,2024-05-17
USR004518,Aditya,Khan,aditya.khan4518@kaasdemo.ai,+918747605914,Learner,ENT00190,Singapore,India,French,Project Management,Intermediate,Business Analyst,Hands-on,55,49,2025-06-14
USR004519,Arjun,Patil,arjun.patil4519@kaasdemo.ai,+918241693406,Community Moderator,,Bengaluru,India,Telugu,Cybersecurity,Expert,Business Analyst,Reading,38,38,2026-05-04
USR004520,Saanvi,Mishra,saanvi.mishra4520@kaasdemo.ai,+917348165722,Learner,ENT00258,Dubai,India,Tamil,Data Science,Beginner,Business Analyst,Mixed,77,44,2025-05-21
USR004521,Saanvi,Andre,saanvi.andre4521@kaasdemo.ai,+919893020618,Learner,ENT00259,Kolkata,UAE,Bengali,Cloud,Advanced,Team Leader,Social,53,58,2025-04-17
USR004522,Priya,Reddy,priya.reddy4522@kaasdemo.ai,+917484507875,Mentor,ENT00256,Singapore,UAE,Tamil,Healthcare,Beginner,Team Leader,Reading,60,36,2025-11-30
USR004523,Kiara,Gupta,kiara.gupta4523@kaasdemo.ai,+918964644969,Learner,ENT00094,Chennai,USA,Hindi,HR,Intermediate,Team Leader,Visual,82,60,2025-03-01
USR004524,Sneha,Kulkarni,sneha.kulkarni4524@kaasdemo.ai,+918276951365,Learner,,Ahmedabad,UK,Kannada,HR,Intermediate,Cloud Architect,Audio,49,45,2025-07-18
USR004525,Karan,Reddy,karan.reddy4525@kaasdemo.ai,+917679230484,Learner,ENT00408,Singapore,USA,French,Quality Management,Beginner,Cybersecurity Analyst,Mixed,48,21,2026-04-19
USR004526,Aadhya,Iyer,aadhya.iyer4526@kaasdemo.ai,+918806921202,Learner,ENT00264,Ahmedabad,UK,Tamil,Manufacturing,Expert,AI Engineer,Visual,70,60,2025-03-20
USR004527,Anaya,Jain,anaya.jain4527@kaasdemo.ai,+917988872553,Learner,ENT00442,Ahmedabad,UAE,Bengali,Full Stack,Intermediate,Cloud Architect,Hands-on,79,45,2025-08-17
USR004528,Arjun,Joshi,arjun.joshi4528@kaasdemo.ai,+917517132885,Learner,ENT00244,Bengaluru,India,Gujarati,HR,Advanced,Data Analyst,Audio,65,73,2026-01-14
USR004529,Sai,Patil,sai.patil4529@kaasdemo.ai,+919194502695,Learner,ENT00074,Chennai,UAE,Telugu,Full Stack,Beginner,Cloud Architect,Social,97,22,2025-10-15
USR004530,Anjali,Chavan,anjali.chavan4530@kaasdemo.ai,+919616704509,Learner,ENT00402,Ahmedabad,India,Gujarati,HR,Advanced,AI Engineer,Visual,61,83,2025-02-12
USR004531,Riya,Chavan,riya.chavan4531@kaasdemo.ai,+918840228852,Learner,ENT00415,Hyderabad,Singapore,Gujarati,Cloud,Intermediate,Cybersecurity Analyst,Hands-on,43,20,2025-04-16
USR004532,Rohan,Chavan,rohan.chavan4532@kaasdemo.ai,+917098818610,Learner,ENT00058,Delhi,USA,Bengali,Healthcare,Advanced,AI Engineer,Audio,39,61,2024-08-26
USR004533,Anaya,Chavan,anaya.chavan4533@kaasdemo.ai,+918041645536,Learner,ENT00390,Chennai,Malaysia,Marathi,AI,Expert,AI Engineer,Hands-on,44,22,2026-03-16
USR004534,Diya,Patil,diya.patil4534@kaasdemo.ai,+919085028921,Learner,,Kuala Lumpur,India,French,Data Science,Advanced,Digital Marketer,Hands-on,54,91,2024-08-19
USR004535,Ira,Jain,ira.jain4535@kaasdemo.ai,+919395626030,Community Moderator,ENT00286,Dubai,USA,Bengali,Manufacturing,Expert,Product Manager,Mixed,62,29,2026-04-09
